email_type,subcategory,subject,body,source
Safe Email,cme_training_genuine,Reminder: Optional journal club meets Thursday,"Just a friendly reminder that journal club meets this Thursday at noon in the small conference room. This month we're discussing a recent article on antibiotic stewardship. All welcome, no prep required. Internal Medicine Residency Office",synthetic_llm_batch15
Safe Email,cme_training_genuine,Your training compliance looks great this quarter,"Quick note that our department's training compliance numbers looked great this quarter, thanks for staying on top of your assigned modules. Nothing needed from you right now. Department Compliance Liaison",synthetic_llm_batch15
Safe Email,cme_training_genuine,New pharmacy CE opportunity - webinar next month,"A new continuing education webinar on medication reconciliation best practices is being offered next month, worth 1.5 CE hours. Registration is optional and open through our usual CE portal. Pharmacy Education Team",synthetic_llm_batch15
Safe Email,cme_training_genuine,Nice work on the sepsis protocol training,"Just wanted to note that the whole unit finished the updated sepsis protocol training ahead of the deadline, nice work team. No further action needed. Quality & Patient Safety",synthetic_llm_batch15
Safe Email,cme_training_genuine,Your onboarding training portal access,"As a reminder, your onboarding training portal will stay open for 30 days after your start date so you can complete everything at your own pace. Reach out if you need more time, we're happy to extend it. HR Learning Team",synthetic_llm_batch15
Safe Email,cme_training_genuine,Optional refresher available for MFA setup,"If you'd like a refresher on setting up multi-factor authentication on a new device, there's a short optional walkthrough video available in the IT knowledge base. No action needed if your current setup is working fine. IT Support",synthetic_llm_batch15
Safe Email,cme_training_genuine,Peer review committee materials for next meeting,"Attached are the materials for next week's peer review committee meeting. Please review beforehand if you have time, though we'll also go over the key points together during the session. PeerReview_Materials.pdf Medical Staff Office",synthetic_llm_batch15
Safe Email,cme_training_genuine,Thanks for volunteering for the skills fair station,"Thanks so much for offering to run a station at this year's skills fair, really appreciate it. We'll send over the setup details and schedule closer to the date. Clinical Education Office",synthetic_llm_batch15
Safe Email,cme_training_genuine,New telehealth training recording now available,"For anyone who missed the live telehealth platform training session, the recording is now available in the portal whenever you get a chance to watch it. Telehealth Program Office",synthetic_llm_batch15
Safe Email,cme_training_genuine,Your license renewal training is complete,This confirms your required training for license renewal has been completed and logged. Your renewal application should proceed without any training-related holds. Medical Staff Office,synthetic_llm_batch15
Safe Email,cme_training_genuine,Optional book club pick for this quarter announced,"This quarter's optional staff book club pick has been announced, details are on the intranet if you'd like to join. First discussion is in a few weeks over coffee in the break room. Employee Engagement Committee",synthetic_llm_batch15
Safe Email,cme_training_genuine,Reminder: Grand rounds CME credit deadline,"Just a reminder that if you'd like CME credit for grand rounds you attended this year, the self-report deadline is coming up at the end of the month. No rush, plenty of time still. Medical Education Office",synthetic_llm_batch15
Safe Email,cme_training_genuine,New consent form training - quick FYI,"FYI, there's a short optional training available on the updated consent forms if you'd like a walkthrough before they roll out next month. Totally fine to just review the forms directly too. Practice Manager",synthetic_llm_batch15
Safe Email,cme_training_genuine,Great turnout at yesterday's fire safety drill,"Thanks to everyone for the great turnout and quick response times at yesterday's fire safety drill. No follow-up training needed, just wanted to share the positive results. Facilities & Safety",synthetic_llm_batch15
Safe Email,cme_training_genuine,Your DEA training certificate has been filed,This confirms your recently completed DEA compliance training certificate has been filed with your credentialing record. No further action is needed at this time. Pharmacy Compliance Team,synthetic_llm_batch15
Safe Email,cme_training_genuine,New optional geriatric care course added,"A new optional course on updated geriatric care guidelines has been added to the catalog for anyone working with older adult patients. Self-paced, no deadline. Clinical Education Office",synthetic_llm_batch15
Safe Email,cme_training_genuine,Fraud awareness course - nice job team,Wanted to pass along that our department had one of the highest completion rates for the annual fraud awareness course this year. Thanks for getting to it early. Special Investigations Unit Training,synthetic_llm_batch15
Safe Email,cme_training_genuine,Reminder: optional documentation Q&A session,"There's an optional Q&A session this Wednesday if you have any questions about the new documentation standards after last week's training. Drop by if it's helpful, otherwise no action needed. Clinical Documentation Improvement Team",synthetic_llm_batch15
Safe Email,cme_training_genuine,Your competency assessment results are in,"Your annual competency assessment results have been reviewed and everything looks good, no additional follow-up needed. Thanks for completing it on time this year. Nursing Education Department",synthetic_llm_batch15
Safe Email,cme_training_genuine,New optional workshop on managing difficult conversations,"An optional workshop on managing difficult conversations with patients and families is being offered next month if you're interested. Sign-up is on the intranet, spots are limited. Employee Wellness Program",synthetic_llm_batch15
Safe Email,cme_training_genuine,Insurance staff CE webinar recording posted,"For anyone who couldn't make the live regulatory update webinar, the recording has been posted to the CE portal along with the accompanying slides whenever you get a chance to review. Compliance Training Division",synthetic_llm_batch15
Safe Email,cme_training_genuine,Your bloodborne pathogen training is current,"Just confirming your bloodborne pathogen training is current through next year, no action needed on your end right now. Employee Health & Safety",synthetic_llm_batch15
Safe Email,cme_training_genuine,Thanks for a great orientation session today,"Thanks for such great engagement during today's new employee orientation session, glad to have you on the team. Your remaining modules can be completed at your own pace over the next month. Human Resources",synthetic_llm_batch15
Safe Email,cme_training_genuine,New optional session on billing code updates,An optional session covering this year's billing code updates is being offered next week for anyone who wants a refresher before the changes take effect. Revenue Cycle Compliance,synthetic_llm_batch15
Safe Email,cme_training_genuine,Radiology recert - all set for this cycle,Just confirming your equipment safety recertification for this cycle is complete and on file. Nothing further needed until next year's renewal window. Radiology Department Manager,synthetic_llm_batch15
Safe Email,cme_training_genuine,Optional wound care workshop this Friday,"There's an optional hands-on wound care workshop happening this Friday afternoon if you'd like to join, no need to sign up ahead of time. Nursing Education Department",synthetic_llm_batch15
Safe Email,cme_training_genuine,Your training file looks complete for this year,"Just a note from HR that your training file looks complete for this year, nice work staying on top of everything. Nothing further needed from you at this time. Human Resources Onboarding Team",synthetic_llm_batch15
Safe Email,cme_training_genuine,New optional course on telehealth webside manner,"A new optional short course on telehealth webside manner and virtual visit best practices has been added to the library, in case it's useful for your practice. Telehealth Program Office",synthetic_llm_batch15
Safe Email,cme_training_genuine,Reminder: journal club article for next week,"Just a heads up on the article for next week's journal club in case you want to read ahead, though it's totally fine to just show up and listen too. Internal Medicine Residency Office",synthetic_llm_batch15
Safe Email,cme_training_genuine,Thanks for attending the sepsis grand rounds,"Thanks for attending this week's grand rounds on sepsis management, hope you found it useful. Slides are posted on the intranet if you'd like to revisit anything. Quality & Patient Safety",synthetic_llm_batch15
