email_type,subcategory,subject,body,source
Safe Email,vendor_routine,Contract Renewed Successfully,This confirms that your service contract with Kingsley Pharmacy Distribution has been renewed for another year at the same terms. Thanks for continuing to work with us.,synthetic_llm_batch11
Safe Email,vendor_routine,Reminder: Equipment Lease Renewal Coming Up,Just a friendly reminder that your equipment lease with Laurelbrook Medical Supply is up for renewal in the next 30 days. Your account manager will reach out shortly to go over options.,synthetic_llm_batch11
Safe Email,vendor_routine,Thank You for Your Recent Order,We wanted to say thanks for your continued business with Marlowe Biomedical Solutions. Your order is being processed now and should ship within the usual timeframe.,synthetic_llm_batch11
Safe Email,vendor_routine,Order Received - Thank You,This is a confirmation that we've received your purchase order from Nightingale Equipment Services. We'll follow up with shipping details once it's ready to go out.,synthetic_llm_batch11
Safe Email,vendor_routine,Appreciate Your Business This Quarter,Just wanted to send a note thanking you for your orders this quarter with Horizon Medical Supply Co. Let us know if there's anything we can do better on our end.,synthetic_llm_batch11
Safe Email,vendor_routine,Apologies for the Delay on Your Order,We're sorry to report that part of your recent order from Lakeview Pharmaceutical Distributors is delayed due to a manufacturer shortage. We expect it to ship within two weeks and will keep you posted.,synthetic_llm_batch11
Safe Email,vendor_routine,Update on Your Backordered Items,The items that were backordered from BioTech Equipment Partners are now back in stock and will ship this week. Thanks for your patience while we sorted out the supply issue.,synthetic_llm_batch11
Safe Email,vendor_routine,Partial Shipment Notice,We've shipped the portion of your order that was in stock from Precision Diagnostics Supply. The remaining backordered item will follow separately once available.,synthetic_llm_batch11
Safe Email,vendor_routine,Delay Notice - New Estimated Ship Date,"Coastal Healthcare Logistics wanted to give you an updated estimate on the delayed item from your last order. It's now expected to ship in about 10 days, we'll confirm once it's on the way.",synthetic_llm_batch11
Safe Email,vendor_routine,Checking In - Anything You Need?,"Hi, just checking in to see how things are going with your recent orders from Summit Medical Devices and whether there's anything we can help with on our end. Happy to hop on a call if useful.",synthetic_llm_batch11
Safe Email,vendor_routine,Quick Check-In From Your Account Rep,Wanted to touch base and see if your team has any upcoming supply needs we should plan for from Redwood Surgical Supplies. Let me know a good time to connect if so.,synthetic_llm_batch11
Safe Email,vendor_routine,Following Up on Our Last Conversation,Just following up after our call last week regarding your ordering schedule with TrueCare Equipment Rentals. Let me know if you'd like to move forward with the adjustments we discussed.,synthetic_llm_batch11
Safe Email,vendor_routine,How Are Things Going With Your Recent Orders?,Hope everything arrived as expected from Meridian Lab Supplies. Let us know if you need anything reordered or if there's feedback on the last shipment.,synthetic_llm_batch11
Safe Email,vendor_routine,Updated Price List Attached,"Attached is our updated price list for the upcoming quarter from Ironwood Biomedical. Pricing on your existing orders is unaffected, this is just for future reference.",synthetic_llm_batch11
Safe Email,vendor_routine,New Pricing Effective Next Month,Please find attached our revised pricing sheet effective next month from Clearwater Infusion Systems. Current open orders will be honored at existing rates.,synthetic_llm_batch11
Safe Email,vendor_routine,Annual Price Adjustment Notice,"As part of our annual review, Vantage Point Medical has made small adjustments to a few product lines. The updated catalog is attached for your reference.",synthetic_llm_batch11
Safe Email,vendor_routine,"Payment received, thank you",Confirming we received your payment for the last invoice. Account is current. Alpine Respiratory Products,synthetic_llm_batch11
Safe Email,vendor_routine,Order confirmed,"Thanks, your order is confirmed and will ship as scheduled. Cascade Wound Care Supply",synthetic_llm_batch11
Safe Email,vendor_routine,"Got it, thanks","Received your PO, processing now, will follow up with tracking once it ships. Delta Sterilization Services",synthetic_llm_batch11
Safe Email,vendor_routine,"Statement attached, no balance due","Here's this month's statement for your records, no balance currently due. Fairview Orthopedic Supply",synthetic_llm_batch11
Safe Email,vendor_routine,Delivery confirmed for Thursday,Just confirming delivery is on track for Thursday morning as scheduled. Granite State Medical Equipment,synthetic_llm_batch11
Safe Email,vendor_routine,New Point of Contact for Your Account,"Just a heads up that Harborview Surgical Instruments has a new account representative handling your orders going forward. Your existing payment and shipping details remain unchanged, this is purely a staffing update.",synthetic_llm_batch11
Safe Email,vendor_routine,Small Correction to Last Month's Statement,"We noticed a minor line-item error on last month's statement from Juniper Diagnostics and wanted to flag it before it caused confusion. The corrected statement is attached, the total owed is unchanged. Attached: Corrected_Statement.pdf",synthetic_llm_batch11
Safe Email,vendor_routine,Holiday Shipping Schedule Notice,"Keystone Pharmacy Wholesale will be closed for the upcoming holiday, so orders placed after Wednesday will ship the following Monday instead. Just wanted to give your team a heads up for planning purposes.",synthetic_llm_batch11
Safe Email,vendor_routine,Thanks for the Feedback on Your Last Order,Appreciate you letting us know the last shipment from Lonestar Medical Gas Systems arrived in good shape. We'll keep packing it the same way going forward.,synthetic_llm_batch11
Safe Email,vendor_routine,Standard Terms Reminder - No Changes,"Just a routine note that payment terms with Magnolia Health Logistics remain net 30 as always, no changes on our end this quarter. Nothing further needed from you.",synthetic_llm_batch11
Safe Email,vendor_routine,New Product Line Available,"Wanted to let you know Northwind Biomedical Rentals has added a new line of rental equipment that might be useful for your facility. Happy to send more details if you're interested, no pressure either way.",synthetic_llm_batch11
