email_type,subcategory,subject,body,source
Safe Email,it_policy_update,Northfield Health System Data Center Migration Update,"The multi-week data center migration project remains on track and on schedule, with no disruptions reported so far. We'll share another update once it's complete. IT Leadership",synthetic_llm_batch9
Safe Email,it_policy_update,New FAQ Page Added to IT Intranet Section,"We've added a new FAQ page covering common questions about VPN, printing, and password resets. Worth a bookmark if you run into any of these regularly. IT Support",synthetic_llm_batch9
Safe Email,it_policy_update,Riverside Urgent Care Adds Extra Charging Stations,A few extra device charging stations have been added to the staff lounge based on requests. Just a small quality-of-life update. Facilities & IT,synthetic_llm_batch9
Safe Email,it_policy_update,Update on Recent Slow Wi-Fi Reports,Thanks to everyone who reported slower Wi-Fi in the west wing last week - we identified and fixed a misconfigured access point. Let us know if you're still seeing issues. Network Operations,synthetic_llm_batch9
Safe Email,it_policy_update,Summit Health Insurers Intranet Search Improved,"The intranet search function has been improved to return more relevant results, especially for policy documents. No changes needed on your end. Systems Administration",synthetic_llm_batch9
Safe Email,it_policy_update,Optional: Sign Up for IT Tip of the Week Emails,"If you'd like a short weekly email with a useful IT tip, you can opt in through the link on the intranet. Completely optional and easy to unsubscribe from anytime. IT Communications",synthetic_llm_batch9
Safe Email,it_policy_update,Fairview Pharmacy Network POS System Patch Notes,A minor patch was applied to the point-of-sale system overnight addressing a small display bug. No retraining or action needed. Systems Team,synthetic_llm_batch9
Safe Email,it_policy_update,Elmwood Hospital Adds New Digital Signage in Lobby,New digital signage was installed in the main lobby this week for way finding and announcements. IT and Facilities collaborated on the install. Facilities & IT,synthetic_llm_batch9
Safe Email,it_policy_update,Update: Shared Calendar Permissions Simplified,We simplified how shared calendar permissions work to reduce confusion - existing calendars and access are unaffected. Details on the intranet if you're curious. Systems Team,synthetic_llm_batch9
Safe Email,it_policy_update,Reminder: IT Does Not Ask for Passwords by Email,"Just a periodic reminder as part of our ongoing security awareness efforts - IT will never ask for your password by email or phone. If something looks off, feel free to check with the help desk. Security Operations Center",synthetic_llm_batch9
Safe Email,it_policy_update,Oakhaven Medical Center Guest Portal Refresh,The patient guest portal received some minor cosmetic updates this week to improve readability. No changes to functionality or your login process. Systems Administration,synthetic_llm_batch9
Safe Email,it_policy_update,Thanks for a Smooth Migration Weekend,Wanted to say thanks to everyone for their patience during last weekend's system migration - everything completed on schedule with no major issues. IT Operations,synthetic_llm_batch9
Safe Email,it_policy_update,Pine Ridge Community Clinic New Monitor Rollout,New wide monitors are being rolled out to front desk workstations over the next two weeks as part of a planned ergonomics upgrade. Your IT liaison will let you know your install date. Desktop Support,synthetic_llm_batch9
