email_type,subcategory,subject,body,source
Phishing Email,pharmacy_prescription,Opt In to SMS Notifications,"Reply YES or click the link below to opt in to text notifications about your prescriptions, or manage your communication preferences at any time through the portal. hxxp://sms-preferences-rx.com Walgreens Community Pharmacy",synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Flu Shot and Prescription Combined Notice,We have you scheduled for a flu shot alongside your regular medication pickup this week. Please confirm your appointment time and verify your insurance details before you arrive using the link below. hxxp://flu-rx-confirm.net Costco Pharmacy Network,synthetic_llm_batch20
Phishing Email,pharmacy_prescription,New Dependent Added to Your Family Plan,A new dependent has been added to your family prescription plan and requires eligibility verification before their medications can be filled under your coverage. Please complete verification at your earliest convenience. hxxp://family-plan-verify.com CarelonRx,synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Copay Assistance Program Re-Enrollment,Your enrollment in the copay assistance program for your specialty medication has lapsed and needs to be renewed to avoid a significant increase in your out-of-pocket cost. Re-enroll today using the link below. hxxp://copay-assist-renew.net Kaiser Permanente Pharmacy Services,synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Confirm Receipt of Your Specialty Shipment,"Tracking shows your specialty medication was delivered yesterday. Please confirm receipt through the link below so we can close out the shipment record, unconfirmed deliveries may trigger a hold on your next order. hxxp://shipment-confirm-rx.com Humana Pharmacy Solutions",synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Account Merge Due to Pharmacy Acquisition,"Following our recent acquisition of your previous pharmacy, we need you to re-verify your credentials so your prescription history can be securely merged into our new system. hxxp://account-merge-verify.net Sutter Health Outpatient Pharmacy",synthetic_llm_batch20
Phishing Email,pharmacy_prescription,New Provider Requesting Access to Your Rx History,"A provider you haven't used before has requested access to your prescription history. Please approve or deny this request within 48 hours, no response will result in automatic approval. hxxp://rx-history-request.com St. Mary's Hospital Outpatient Pharmacy",synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Generic Substitution Approval Needed,Your insurance requires approval before we can substitute a generic version of your current medication. Please review and approve the substitution below so there's no delay in your next fill. hxxp://generic-approval.net Piedmont Health Pharmacy,synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Set Up a Payment Plan for Your Medication,"Given the cost of your current prescription, we can offer a monthly payment plan instead of a single upfront charge. Set up your plan using the secure link below before your next scheduled fill date. hxxp://rx-payment-plan.com Mercy Medical Center Pharmacy",synthetic_llm_batch20
Phishing Email,pharmacy_prescription,HSA Card Declined - Update Payment Info,The HSA card on file for your last pharmacy purchase was declined by your bank. Please update your payment information as soon as possible to avoid a balance being sent to collections. hxxp://hsa-update-info.net Harborview Medical Pharmacy,synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Vacation Override Request Needs Your Approval,"We received a request to fill your maintenance medication early for an upcoming trip. Please approve this vacation override using the link below, requests not approved within 24 hours will be automatically denied. hxxp://vacation-override.com Greenfield Clinic Pharmacy",synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Auto-Refill Schedule Change Notification,Your automatic refill schedule has been adjusted due to a change in your prescribed quantity. Please confirm the new schedule below to make sure your medication continues without a gap. hxxp://refill-schedule-confirm.net Northgate Drug Store,synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Quick Survey - Enter to Win a $50 Gift Card,"We'd love your feedback on your recent pharmacy visit. Complete our two-minute survey below for a chance to win a $50 gift card, all responses must be submitted by Sunday to be entered. hxxp://pharmacy-survey-prize.com Publix Pharmacy Services",synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Medication Interaction Alert - Review Required,Our system flagged a possible interaction between two medications on your profile. Please review the alert and confirm you'd like to proceed with your next fill. hxxp://interaction-review.net VA Community Care Pharmacy Network,synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Log In to the New Mobile App to Keep Getting Refills,We've launched a new mobile app and all patients need to log in once to migrate their refill history. Accounts that haven't logged in by the 15th may experience delays in future refill processing. hxxp://newapp-login-rx.com CVS Health Pharmacy Services,synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Refund Pending for an Overcharge,We identified an overcharge on a recent transaction and owe you a refund of $28.40. Please enter your banking details below so we can process the refund directly to your account. hxxp://rx-refund-process.net Riverside Hospital Pharmacy,synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Label Reprint Needed - Damaged in Transit,The label on your recent prescription was damaged during processing and needs to be reprinted before we can release your medication. Please confirm your details below to authorize the reprint. hxxp://label-reprint-auth.com Sunrise Family Pharmacy,synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Third-Party Verification for Compounded Rx,"Your compounded medication requires a third-party verification step before it can be dispensed, per our compounding safety protocol. Please complete the verification using the secure link below. hxxp://compound-verify.net Lakeside Compounding Pharmacy",synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Your Provider Switched Your Preferred Pharmacy,Your provider's office has updated your preferred pharmacy on file. Please confirm this change is correct so we can continue filling your prescriptions without interruption. hxxp://pharmacy-preference-confirm.com BlueCross Pharmacy Benefits,synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Manage Your Text Alert Preferences,"Reply STOP to unsubscribe from text alerts, or click below to manage all of your notification preferences for future prescriptions in one place. hxxp://text-preferences-manage.net Walmart Pharmacy Rx",synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Your 1099-SA Tax Document Is Ready,"Your annual HSA distribution tax document is now available. Please log in to download it before the filing deadline, we recommend downloading a copy for your records as soon as possible. hxxp://tax-doc-login.com Aetna Rx Home Delivery",synthetic_llm_batch20
Phishing Email,pharmacy_prescription,New E-Prescription Awaiting Your Confirmation,Your provider has electronically sent a new prescription to our pharmacy that requires your confirmation before we begin processing. Please confirm using the link below within 24 hours. hxxp://eprescription-confirm.net UPMC Pharmacy Services,synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Co-Pay Auto-Debit Failed,The automatic debit for your co-pay on this month's order did not go through. Please update your card details to avoid your prescription being placed on hold. hxxp://copay-autodebit-update.com Express Scripts Home Delivery,synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Your Rx Was Transferred to a Specialty Pharmacy,Your prescription has been transferred to our specialty pharmacy division for processing. Please verify your information below to make sure your therapy continues without a gap. hxxp://specialty-transfer-verify.net OptumRx Specialty Pharmacy,synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Controlled Substance Quantity Limit Exceeded,"Your recent order exceeded the quantity limit allowed under DEA guidelines for this medication. If you believe this is an error, you can appeal using the secure form below within 5 business days. hxxp://quantity-appeal.com Central Valley Pharmacy Group",synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Package Returned to Sender - Confirm Address,Your recent shipment was returned to us as undeliverable. Please confirm your current mailing address below so we can resend it right away. hxxp://returned-package-confirm.net HealthPartners Mail Order Pharmacy,synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Loyalty Program Merger - Link Your Accounts,"As part of a recent merger, we're combining our loyalty programs and need you to link your old and new accounts to keep your accumulated points and discounts. hxxp://loyalty-link-accounts.com Meijer Pharmacy",synthetic_llm_batch20
Phishing Email,pharmacy_prescription,We Tried to Reach You About a Prescription Issue,"We left a voicemail earlier regarding an issue with one of your prescriptions that needs your attention. For your convenience, you can also review the details and respond through the link below. hxxp://rx-issue-review.net Mercy Medical Center Pharmacy",synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Insurance Re-Verification Required for New Plan Year,"With the new plan year starting, we need to re-verify your insurance information before we can process any further refills. Please complete this quick step below. hxxp://plan-year-reverify.com Humana Pharmacy Solutions",synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Your Refill Is Blocked Pending Account Review,Our fraud prevention team has placed a temporary block on your account pending a routine review. Please verify your identity below to lift the block and allow your refill to proceed. hxxp://account-review-verify.net PharmaCare Direct,synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Two-Factor Authentication Setup Required,"To keep your prescription account secure, we now require two-factor authentication for all patients. Please set this up using the link below before your next login, unverified accounts may be temporarily locked. hxxp://2fa-setup-rx.com CarelonRx",synthetic_llm_batch20
Phishing Email,pharmacy_prescription,Final Notice - Update Your Profile to Continue Service,This is our final notice that your pharmacy profile is missing required information. Please update it within 24 hours or future prescription fills may be delayed indefinitely. hxxp://profile-update-final.net Rite Aid Pharmacy Team,synthetic_llm_batch20
