email_type,subcategory,subject,body,source
Safe Email,appointment_reminder,Wound Check Reminder,Reminder: your wound check is scheduled for tomorrow at 3:45 PM. Please arrive on time to allow enough time for the dressing change. Sunrise Urgent Care,synthetic_llm_batch3
Safe Email,appointment_reminder,Your Upcoming Mammogram Screening,"This confirms your mammogram screening appointment for next Thursday at 8:00 AM. On the day of your appointment, please avoid using deodorant, lotion, or powder on your chest or underarms, as these can interfere with the imaging. Plan for the appointment to take about 30 minutes. If you have any prior mammogram images from another facility, please let us know so we can request them ahead of time. Fielding Radiology Center",synthetic_llm_batch3
Safe Email,appointment_reminder,Quick reminder about tomorrow,Just a quick note that your follow-up is tomorrow at 10:15 AM. See you then! Comfort Grove Wound Care Clinic,synthetic_llm_batch3
Safe Email,appointment_reminder,Ear check follow-up next week,"Hey, just confirming your ear check follow-up next Monday at 2:15 PM. Should be a quick visit. Let us know if the timing doesn't work. Northgate ENT & Allergy",synthetic_llm_batch3
Safe Email,appointment_reminder,CPAP Follow-Up Appointment,This confirms your CPAP follow-up appointment scheduled for the 25th at 11:30 AM. Please bring your CPAP data card or device so we can review your usage since your last visit. Cypress Sleep Medicine Center,synthetic_llm_batch3
Safe Email,appointment_reminder,Contact Lens Fitting - See You Soon!,Excited to get you set up with your new contacts! Your fitting appointment is next Wednesday at 3:30 PM. Please bring your current glasses to the visit. It usually takes about 30-45 minutes depending on the fit. Whitmore Eye Care,synthetic_llm_batch3
Safe Email,appointment_reminder,Medication Check-In,This confirms your medication check-in appointment next Tuesday at 4:00 PM. This will be a brief telehealth call. Rosewood Psychiatry Group,synthetic_llm_batch3
Safe Email,appointment_reminder,Looking Forward to Your First Visit,"Hi, we're looking forward to meeting you next Thursday at 1:00 PM for your first nutrition consult! To make the most of your visit, it can help to jot down a rough idea of what you typically eat in a day beforehand, but don't worry if you don't have anything prepared. We'll figure out a plan together. See you soon, Bright Path Nutrition Counseling",synthetic_llm_batch3
Safe Email,appointment_reminder,Appointment Tomorrow at 9 AM,Reminder: your appointment is tomorrow at 9:00 AM. Please arrive with clean feet if possible. Stonebridge Podiatry,synthetic_llm_batch3
Safe Email,appointment_reminder,Travel Vaccine Consultation Confirmed,Your travel vaccine consultation is confirmed for next Monday at 10:00 AM. Please bring your travel itinerary and any prior vaccination records so we can recommend the right vaccines for your trip. Fairview Vaccination Clinic,synthetic_llm_batch3
Safe Email,appointment_reminder,Baby's 4-Month Checkup,"Hi, just a reminder that your little one's 4-month checkup is this Friday at 11:00 AM. We'll also do the scheduled vaccinations at this visit. See you soon! Oakhill Pediatric Associates",synthetic_llm_batch3
Safe Email,appointment_reminder,Post-Surgical Follow-Up Appointment,"This confirms your post-surgical follow-up appointment scheduled for next Tuesday at 2:30 PM with Dr. Renner. At this visit we'll check your incision and review your recovery progress, so please wear or bring clothing that allows easy access to the surgical site. If you have any concerns before your appointment, don't hesitate to call our office. Lakeview Orthopedic & Sports Medicine",synthetic_llm_batch3
Safe Email,appointment_reminder,Consult appointment set for Friday,"Just confirming your wisdom teeth consult this Friday at 2:00 PM. No prep needed, we'll just take a look and go over next steps. Silver Birch Dental Group",synthetic_llm_batch3
Safe Email,appointment_reminder,Initial PT Evaluation Confirmed,Your initial physical therapy evaluation is confirmed for Monday at 9:30 AM. Please bring your referral paperwork and wear or bring clothing suitable for movement testing. Meridian Physical Therapy,synthetic_llm_batch3
Safe Email,appointment_reminder,Ultrasound Appointment This Week,Just a reminder that your ultrasound is scheduled for Wednesday at 9:45 AM. Try to arrive with a comfortably full bladder if your provider mentioned that to you. See you soon! Blue Harbor OB/GYN,synthetic_llm_batch3
Safe Email,appointment_reminder,Lab draw tomorrow,Your lab draw is scheduled for tomorrow at 8:00 AM. No fasting required unless otherwise instructed. Sunrise Urgent Care,synthetic_llm_batch3
Safe Email,appointment_reminder,CT Scan Appointment Confirmation,"This confirms your CT scan appointment on Thursday at 10:30 AM. Please avoid eating for 2 hours prior if contrast is being used, as noted in your referral. Arrive 20 minutes early to complete intake. Fielding Radiology Center",synthetic_llm_batch3
Safe Email,appointment_reminder,Your First Wound Care Visit,We're looking forward to seeing you for your first visit next Monday at 1:15 PM. Please bring any bandages or dressing supplies you've been using so we can review what's working. Comfort Grove Wound Care Clinic,synthetic_llm_batch3
Safe Email,appointment_reminder,Hearing Test Reminder,Reminder: your hearing test is scheduled for Tuesday at 11:45 AM. The test itself takes about 20 minutes. Northgate ENT & Allergy,synthetic_llm_batch3
Safe Email,appointment_reminder,First Sleep Consult - What to Expect,"Hi, excited to see you next week for your first sleep consult on Thursday at 3:00 PM. We'll chat through your sleep history and figure out next steps together, no special prep needed. Cypress Sleep Medicine Center",synthetic_llm_batch3
Safe Email,appointment_reminder,Glaucoma Follow-Up Confirmed,"This confirms your glaucoma follow-up appointment on Friday at 9:00 AM. Your eyes will be dilated as part of this visit, so please plan accordingly. Whitmore Eye Care",synthetic_llm_batch3
Safe Email,appointment_reminder,Your Intake Appointment,This confirms your intake appointment scheduled for next Wednesday at 1:00 PM. This first visit typically runs about 60 minutes and will focus on understanding your history and goals for treatment. Please arrive a few minutes early to complete any remaining paperwork. Rosewood Psychiatry Group,synthetic_llm_batch3
Safe Email,appointment_reminder,Follow-up Monday,Quick reminder your follow-up is Monday at 2:00 PM. Bring your food log if you kept one. Bright Path Nutrition Counseling,synthetic_llm_batch3
Safe Email,appointment_reminder,Diabetic Foot Exam Reminder,This is a reminder of your diabetic foot exam scheduled for next Tuesday at 10:45 AM. Please wear footwear that's easy to remove for the examination. Stonebridge Podiatry,synthetic_llm_batch3
Safe Email,appointment_reminder,Shingles Vaccine Appointment,Your shingles vaccine appointment is confirmed for Wednesday at 1:30 PM. This is the second dose in the series. Fairview Vaccination Clinic,synthetic_llm_batch3
Safe Email,appointment_reminder,Sports Physical - See You Thursday,Just confirming the sports physical for Thursday at 4:00 PM. Don't forget the school form if the coach needs it signed same-day. See you then! Oakhill Pediatric Associates,synthetic_llm_batch3
Safe Email,appointment_reminder,Imaging Review Appointment,This confirms your appointment to review recent imaging results on Monday at 11:00 AM with Dr. Renner. No preparation is needed for this visit. Lakeview Orthopedic & Sports Medicine,synthetic_llm_batch3
