email_type,subcategory,subject,body,source
Phishing Email,vendor_bec,Your Balance Is Overdue and Accruing Late Fees,"Clearwater Infusion Systems has applied a late fee to your account due to non-payment of the invoice issued six weeks ago. To stop additional fees from accruing, please settle the balance shown on the attached invoice as soon as possible. Attached: Invoice_6612_LateFee.pdf",synthetic_llm_batch10
Phishing Email,vendor_bec,Invoice Attached - Please Process at Your Earliest Convenience,Please find attached the invoice for the recent shipment from Vantage Point Medical. Payment can be made via the method described in the document. Let us know if you have any questions about the line items. Attached: VPM_Invoice_9931.pdf,synthetic_llm_batch10
Phishing Email,vendor_bec,Revised Invoice for Your Review,"Attached is a corrected invoice reflecting the updated pricing we discussed on the call last week, from Alpine Respiratory Products. Please disregard the earlier version and process this one instead. Attached: Revised_Invoice_2201.xlsx",synthetic_llm_batch10
Phishing Email,vendor_bec,Invoice #6650 - Cascade Wound Care Supply,"Good morning, attached is invoice #6650 for last month's dressing supply order. Standard payment terms apply. Reach out if anything looks off. Attached: Invoice_6650.pdf",synthetic_llm_batch10
Phishing Email,vendor_bec,Please Process the Enclosed Invoice,Delta Sterilization Services has issued the enclosed invoice for the quarterly service visit completed on the 12th. We'd appreciate payment within the usual 30-day window. Attached: Delta_Q_Service_Invoice.pdf,synthetic_llm_batch10
Phishing Email,vendor_bec,Corrected Invoice Attached - Please Disregard Prior Version,"Apologies, there was an error on the invoice we sent earlier this week from Fairview Orthopedic Supply. The corrected version is attached with the right total, please use this one for payment. Attached: Fairview_Corrected_Invoice.pdf",synthetic_llm_batch10
Phishing Email,vendor_bec,New Supplier Onboarding - Payment Information Needed,"Granite State Medical Equipment has been approved as a new supplier for your facility. To complete setup, please confirm the payment method your accounts payable team will use so we can begin fulfilling your recent order. hxxp://granitestate-medequip.net/onboarding",synthetic_llm_batch10
Phishing Email,vendor_bec,Welcome - Please Complete Vendor Setup Form,"Thanks for choosing Harborview Surgical Instruments as your new supplier. Before we can ship the items in your order, please complete the attached vendor setup form with your billing contact details. Attached: Vendor_Setup_Form.docx",synthetic_llm_batch10
Phishing Email,vendor_bec,First Order Confirmation - Payment Terms Enclosed,"This confirms your first order with Juniper Diagnostics. Since this is a new account, please review the attached payment terms and confirm your preferred remittance method before we release the shipment. Attached: Payment_Terms.pdf",synthetic_llm_batch10
Phishing Email,vendor_bec,Getting Started with Keystone Pharmacy Wholesale,"Hi, welcome aboard as a new client. To finalize your account, we just need your billing department to verify the routing details on file so future invoices go through smoothly. hxxp://keystone-rx-wholesale.com/verify",synthetic_llm_batch10
Phishing Email,vendor_bec,Duplicate Payment Detected - Refund Pending Your Confirmation,"Our records show you may have submitted payment twice for invoice #5521 from Lonestar Medical Gas Systems. To process your refund, please confirm the bank account where we should return the overpayment. hxxp://lonestar-medgas.net/refund-confirm",synthetic_llm_batch10
Phishing Email,vendor_bec,Overpayment on Your Account - Refund Available,It looks like your last payment to Magnolia Health Logistics exceeded the invoiced amount by $412.60. Please reply with your banking details so our finance team can issue the refund this week.,synthetic_llm_batch10
Phishing Email,vendor_bec,Credit Balance on File - Action Needed to Process Refund,"Northwind Biomedical Rentals shows a credit balance on your account from a prior billing adjustment. To release these funds back to you, please verify your account information using the secure form below. hxxp://northwind-biorentals.info/credit-release",synthetic_llm_batch10
Phishing Email,vendor_bec,Quick one before I head into surgery scheduling meetings,"Hey, can you push through the wire for Oakridge Infection Control Supply today? They moved up the deadline on us and I don't want to lose the discount pricing. Details are the same as last time I think, can you double check with them directly since I'm slammed.",synthetic_llm_batch10
Phishing Email,vendor_bec,Need this handled today if possible,"Pinehurst Equipment Leasing is finishing up paperwork on their end and asked if we could get the deposit over today. I know it's short notice, sorry. Let me know once it's sent.",synthetic_llm_batch10
Phishing Email,vendor_bec,Can you jump on this before EOD?,Quarry Medical Imaging Parts needs confirmation the payment went out before they'll release the replacement part we need for the scanner. Can you check the queue and let me know status? Trying to avoid more downtime on imaging.,synthetic_llm_batch10
Phishing Email,vendor_bec,Updated W-9 Attached - Please Update Vendor Records,"Riverside Sterile Products has recently updated our tax classification. Attached is our new W-9, please replace the one currently on file so future 1099 reporting is accurate. Attached: W9_Riverside_2026.pdf",synthetic_llm_batch10
Phishing Email,vendor_bec,Tax ID Update Required for Continued Payments,Sunbelt Pharmaceutical Distribution's EIN has changed following a recent restructuring. Please update your vendor file with the attached documentation to avoid any interruption in payment processing. Attached: EIN_Update_Notice.pdf,synthetic_llm_batch10
Phishing Email,vendor_bec,Please Confirm Receipt of Updated Tax Documentation,Timberline Medical Supply has submitted revised tax forms to your accounts payable team as part of our annual compliance update. Kindly confirm these have been received and filed. hxxp://timberline-medsupply.net/tax-docs,synthetic_llm_batch10
Phishing Email,vendor_bec,W-9 Resubmission Needed Before Next Payment Cycle,It's come to our attention that the W-9 on file for Union Square Biomedical may be outdated. Please find the current version attached and update your records prior to processing our next invoice. Attached: UnionSquare_W9_Current.pdf,synthetic_llm_batch10
Phishing Email,vendor_bec,Contract Renewal Payment Due,"Your service contract with Vista Ridge Equipment Co. is up for renewal this month. To avoid a lapse in coverage on your leased equipment, please process the renewal invoice attached before the current term expires. Attached: Renewal_Invoice_2026.pdf",synthetic_llm_batch10
Phishing Email,vendor_bec,Lease Payment Overdue - Equipment Repossession Notice,This is a formal notice that the lease payment for the imaging equipment provided by Westfield Surgical Supply is overdue. Failure to remit payment within 10 days may result in equipment recovery per your lease agreement. Please contact our billing office immediately.,synthetic_llm_batch10
Phishing Email,vendor_bec,Maintenance Agreement Renewal - Please Review and Pay,Yellowstone Medical Logistics' annual maintenance agreement renewal is enclosed. Processing payment before the expiration date ensures uninterrupted service coverage on your equipment. Attached: Maintenance_Renewal_2026.pdf,synthetic_llm_batch10
Phishing Email,vendor_bec,"Payment overdue, please advise",Zenith Diagnostics Supply - invoice from last month is still open. Can someone confirm status today?,synthetic_llm_batch10
Phishing Email,vendor_bec,Banking update - please action,"New account info attached, please use for all payments going forward. Briarwood Infusion Pumps",synthetic_llm_batch10
Phishing Email,vendor_bec,Invoice attached,See attached for this month's order. Standard terms. Cedarbrook Lab Equipment,synthetic_llm_batch10
Phishing Email,vendor_bec,Re: outstanding balance,"Following up, still showing unpaid on our end. Let me know when this is scheduled. Dunmore Medical Devices",synthetic_llm_batch10
Phishing Email,vendor_bec,URGENT - payment details changed,"Please use the new bank info sent separately, old account is closing today. Elmhurst Sterilization",synthetic_llm_batch10
Phishing Email,vendor_bec,Notice of Updated Remittance Information,"Dear Accounts Payable Team, please be advised that Foxglove Pharmaceutical Supply has formally updated its remittance information effective the first of this month. We kindly request that all future payments be directed to the account specified in the enclosed correspondence. Should you require verification of this change through an alternate channel, please contact our office directly. Sincerely, Finance Department, Foxglove Pharmaceutical Supply. Attached: Remittance_Notice.pdf",synthetic_llm_batch10
Phishing Email,vendor_bec,Formal Request for Payment Reconciliation,"To Whom It May Concern, our records indicate a discrepancy between invoices issued and payments received from your organization regarding your account with Glenwood Biomedical Parts. We respectfully request that your accounts payable department review the enclosed statement and reconcile any outstanding amounts within fifteen business days. Attached: Reconciliation_Statement.pdf",synthetic_llm_batch10
Phishing Email,vendor_bec,Official Notice: Vendor Banking Details Update,This letter serves as official notification that Hillcrest Surgical Products has transitioned to a new financial institution for all incoming payments. We request that your organization update its records accordingly and direct future remittances per the enclosed instructions. Attached: Official_Banking_Update.pdf,synthetic_llm_batch10
Phishing Email,vendor_bec,Invoice resent - original may have been missed,"Hi, not sure if the first copy came through, so resending invoice #3390 from Ivywood Medical Rentals just in case. Let me know if you need anything else to process it.",synthetic_llm_batch10
Phishing Email,vendor_bec,Please review updated pricing and remit payment,"Jasper Diagnostics Equipment has adjusted pricing on the most recent order per our updated contract. Attached is the revised invoice reflecting the new total, please process at your convenience. Attached: Jasper_Revised_Invoice.pdf",synthetic_llm_batch10
Phishing Email,vendor_bec,Kingsley Pharmacy Distribution - payment reminder,"Just a note that the balance on account #2217 is still open. If it's already been sent, apologies for the duplicate message, otherwise we'd appreciate it being processed this week.",synthetic_llm_batch10
Phishing Email,vendor_bec,Time-sensitive: confirm banking change to avoid delay,Laurelbrook Medical Supply switched processors this month and any payments sent to the old account may be delayed or returned. Please confirm you've updated your records with the new details we sent previously. hxxp://laurelbrook-medsupply.com/confirm,synthetic_llm_batch10
Phishing Email,vendor_bec,Marlowe Biomedical Solutions - overdue account,Our billing system flagged your account as overdue. Please remit payment for the attached invoice as soon as possible to keep your account in good standing. Attached: Marlowe_Overdue_Invoice.pdf,synthetic_llm_batch10
Phishing Email,vendor_bec,"Please disregard previous invoice, updated version attached","Nightingale Equipment Services made an error in last week's invoice total. The corrected version is attached, please use this one moving forward and let us know if the discrepancy caused any issues on your end. Attached: Nightingale_Corrected.pdf",synthetic_llm_batch10
