email_type,subcategory,subject,body,source
Safe Email,lab_results_genuine,Your Lab Results Are Now Available,"Hi Diane, your lab work ordered by Dr. Chen is now ready to view. Log in to your account at https://patientportal.riversidehealth.org/labs to see the full report. Reach out through the portal if you'd like to discuss the results with your provider. Thanks, Community Health Lab Services",synthetic_llm_batch_url_patch
Safe Email,lab_results_genuine,Your Lab Results Are Now Available,"Victor, this is a notification that new lab results have been added to your chart. You can review them any time at https://mychart-app.com. Your care team will follow up if any results need discussion. Regards, Riverside Health",synthetic_llm_batch_url_patch
Safe Email,lab_results_genuine,Your Lab Results Are Now Available,"Hello Wendy, results from your visit on April 9th are now available. Sign in to your patient account at https://portal.eastsidefamilyclinic.com/results to view the full report and any provider notes. Thank you for choosing Eastside Family Clinic.",synthetic_llm_batch_url_patch
Safe Email,lab_results_genuine,Your Lab Results Are Now Available,"Hi Isaac, Dr. Alvarez has released your lab results to your online chart. View them at https://patientportal.riversidehealth.org/my-results whenever it's convenient. Message us through the portal with any questions. Best, Community Health Lab Services",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: March 14th at 9:00 AM,"Hello Maria, this is a reminder that you have an appointment scheduled with Dr. Osei on March 14th at 9:00 AM at Eastside Family Clinic. Please arrive 15 minutes early to complete check-in. To confirm, reschedule, or see directions, visit https://scheduling.eastsidefamilyclinic.com/appointments. See you soon, Eastside Family Clinic",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: March 21st at 9:45 AM,"Hi James, your visit with Dr. Chen is coming up on March 21st at 9:45 AM. You can review the details or make changes at https://mychart-app.com/my-appointments. If you need to reschedule, please do so at least 24 hours in advance. Thanks, Riverside Health",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: April 2nd at 10:30 AM,"Aisha, reminder: you're scheduled to see Dr. Patel on April 2nd at 10:30 AM. Manage your appointment, including check-in forms, at https://patientportal.riversidehealth.org. We look forward to seeing you. Community Health Lab Services",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: April 9th at 11:15 AM,"Hello Robert, this confirms your upcoming appointment on April 9th at 11:15 AM with Dr. Novak. Log in at https://scheduling.eastsidefamilyclinic.com/appointments to complete pre-visit paperwork ahead of time. Regards, Eastside Family Clinic",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: April 17th at 1:00 PM,"Hi Linda, just a reminder about your appointment on April 17th at 1:00 PM. You can view the full details or request a different time at https://mychart-app.com/scheduling. See you then, Riverside Health",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: May 1st at 2:30 PM,"Hello David, this is a reminder that you have an appointment scheduled with Dr. Kim on May 1st at 2:30 PM at Community Health Lab Services. Please arrive 15 minutes early to complete check-in. To confirm, reschedule, or see directions, visit https://patientportal.riversidehealth.org/appointments. See you soon, Community Health Lab Services",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: May 8th at 3:15 PM,"Hi Priya, your visit with Dr. Whitfield is coming up on May 8th at 3:15 PM. You can review the details or make changes at https://scheduling.eastsidefamilyclinic.com/my-appointments. If you need to reschedule, please do so at least 24 hours in advance. Thanks, Eastside Family Clinic",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: May 15th at 4:00 PM,"Thomas, reminder: you're scheduled to see Dr. Nguyen on May 15th at 4:00 PM. Manage your appointment, including check-in forms, at https://mychart-app.com. We look forward to seeing you. Riverside Health",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: May 22nd at 9:00 AM,"Hello Grace, this confirms your upcoming appointment on May 22nd at 9:00 AM with Dr. Bianchi. Log in at https://patientportal.riversidehealth.org/appointments to complete pre-visit paperwork ahead of time. Regards, Community Health Lab Services",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: June 3rd at 9:45 AM,"Hi Samuel, just a reminder about your appointment on June 3rd at 9:45 AM. You can view the full details or request a different time at https://scheduling.eastsidefamilyclinic.com/scheduling. See you then, Eastside Family Clinic",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: March 14th at 10:30 AM,"Hello Elena, this is a reminder that you have an appointment scheduled with Dr. Osei on March 14th at 10:30 AM at Riverside Health. Please arrive 15 minutes early to complete check-in. To confirm, reschedule, or see directions, visit https://mychart-app.com/appointments. See you soon, Riverside Health",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: March 21st at 11:15 AM,"Hi Michael, your visit with Dr. Chen is coming up on March 21st at 11:15 AM. You can review the details or make changes at https://patientportal.riversidehealth.org/my-appointments. If you need to reschedule, please do so at least 24 hours in advance. Thanks, Community Health Lab Services",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: April 2nd at 1:00 PM,"Chidi, reminder: you're scheduled to see Dr. Patel on April 2nd at 1:00 PM. Manage your appointment, including check-in forms, at https://scheduling.eastsidefamilyclinic.com. We look forward to seeing you. Eastside Family Clinic",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: April 9th at 2:30 PM,"Hello Susan, this confirms your upcoming appointment on April 9th at 2:30 PM with Dr. Novak. Log in at https://mychart-app.com/appointments to complete pre-visit paperwork ahead of time. Regards, Riverside Health",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: April 17th at 3:15 PM,"Hi Carlos, just a reminder about your appointment on April 17th at 3:15 PM. You can view the full details or request a different time at https://patientportal.riversidehealth.org/scheduling. See you then, Community Health Lab Services",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: May 1st at 4:00 PM,"Hello Nina, this is a reminder that you have an appointment scheduled with Dr. Kim on May 1st at 4:00 PM at Eastside Family Clinic. Please arrive 15 minutes early to complete check-in. To confirm, reschedule, or see directions, visit https://scheduling.eastsidefamilyclinic.com/appointments. See you soon, Eastside Family Clinic",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: May 8th at 9:00 AM,"Hi Brian, your visit with Dr. Whitfield is coming up on May 8th at 9:00 AM. You can review the details or make changes at https://mychart-app.com/my-appointments. If you need to reschedule, please do so at least 24 hours in advance. Thanks, Riverside Health",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: May 15th at 9:45 AM,"Fatima, reminder: you're scheduled to see Dr. Nguyen on May 15th at 9:45 AM. Manage your appointment, including check-in forms, at https://patientportal.riversidehealth.org. We look forward to seeing you. Community Health Lab Services",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: May 22nd at 10:30 AM,"Hello Kevin, this confirms your upcoming appointment on May 22nd at 10:30 AM with Dr. Bianchi. Log in at https://scheduling.eastsidefamilyclinic.com/appointments to complete pre-visit paperwork ahead of time. Regards, Eastside Family Clinic",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: June 3rd at 11:15 AM,"Hi Rachel, just a reminder about your appointment on June 3rd at 11:15 AM. You can view the full details or request a different time at https://mychart-app.com/scheduling. See you then, Riverside Health",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: March 14th at 1:00 PM,"Hello Omar, this is a reminder that you have an appointment scheduled with Dr. Osei on March 14th at 1:00 PM at Community Health Lab Services. Please arrive 15 minutes early to complete check-in. To confirm, reschedule, or see directions, visit https://patientportal.riversidehealth.org/appointments. See you soon, Community Health Lab Services",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: March 21st at 2:30 PM,"Hi Diane, your visit with Dr. Chen is coming up on March 21st at 2:30 PM. You can review the details or make changes at https://scheduling.eastsidefamilyclinic.com/my-appointments. If you need to reschedule, please do so at least 24 hours in advance. Thanks, Eastside Family Clinic",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: April 2nd at 3:15 PM,"Victor, reminder: you're scheduled to see Dr. Patel on April 2nd at 3:15 PM. Manage your appointment, including check-in forms, at https://mychart-app.com. We look forward to seeing you. Riverside Health",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: April 9th at 4:00 PM,"Hello Wendy, this confirms your upcoming appointment on April 9th at 4:00 PM with Dr. Novak. Log in at https://patientportal.riversidehealth.org/appointments to complete pre-visit paperwork ahead of time. Regards, Community Health Lab Services",synthetic_llm_batch_url_patch
Safe Email,appointment_reminder,Appointment Reminder: April 17th at 9:00 AM,"Hi Isaac, just a reminder about your appointment on April 17th at 9:00 AM. You can view the full details or request a different time at https://scheduling.eastsidefamilyclinic.com/scheduling. See you then, Eastside Family Clinic",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Hi Maria, your explanation of benefits for the visit on March 14th has been processed and is now available for review at https://member.healthfirstinsurance.com/eob. This is not a bill. If you have questions about your coverage, our member services line is available Monday through Friday. Thank you, HealthFirst Insurance",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Hello James, a new explanation of benefits (claim #100001) has been posted to your member account. View it at https://portal.healthfirstinsurance.com/claims/100001. This statement is for your records only. Thanks, HealthFirst Insurance",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Aisha, your EOB for the recent visit with Dr. Patel is ready. Sign in to https://member.riversidehealthplan.com to see how your claim was processed and what, if anything, you may owe. Regards, Riverside Health Plan",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Hi Robert, we've finished processing your recent claim. You can view the full explanation of benefits at https://member.healthfirstinsurance.com/eob/100003 at your convenience. This is not a bill. Thank you, HealthFirst Insurance",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Hello Linda, your member portal has a new document: the EOB for your April 17th visit. Review it any time at https://portal.healthfirstinsurance.com/documents. Contact member services with questions. HealthFirst Insurance",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Hi David, your explanation of benefits for the visit on May 1st has been processed and is now available for review at https://member.riversidehealthplan.com/eob. This is not a bill. If you have questions about your coverage, our member services line is available Monday through Friday. Thank you, Riverside Health Plan",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Hello Priya, a new explanation of benefits (claim #100006) has been posted to your member account. View it at https://member.healthfirstinsurance.com/claims/100006. This statement is for your records only. Thanks, HealthFirst Insurance",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Thomas, your EOB for the recent visit with Dr. Nguyen is ready. Sign in to https://portal.healthfirstinsurance.com to see how your claim was processed and what, if anything, you may owe. Regards, HealthFirst Insurance",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Hi Grace, we've finished processing your recent claim. You can view the full explanation of benefits at https://member.riversidehealthplan.com/eob/100008 at your convenience. This is not a bill. Thank you, Riverside Health Plan",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Hello Samuel, your member portal has a new document: the EOB for your June 3rd visit. Review it any time at https://member.healthfirstinsurance.com/documents. Contact member services with questions. HealthFirst Insurance",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Hi Elena, your explanation of benefits for the visit on March 14th has been processed and is now available for review at https://portal.healthfirstinsurance.com/eob. This is not a bill. If you have questions about your coverage, our member services line is available Monday through Friday. Thank you, HealthFirst Insurance",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Hello Michael, a new explanation of benefits (claim #100011) has been posted to your member account. View it at https://member.riversidehealthplan.com/claims/100011. This statement is for your records only. Thanks, Riverside Health Plan",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Chidi, your EOB for the recent visit with Dr. Patel is ready. Sign in to https://member.healthfirstinsurance.com to see how your claim was processed and what, if anything, you may owe. Regards, HealthFirst Insurance",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Hi Susan, we've finished processing your recent claim. You can view the full explanation of benefits at https://portal.healthfirstinsurance.com/eob/100013 at your convenience. This is not a bill. Thank you, HealthFirst Insurance",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Hello Carlos, your member portal has a new document: the EOB for your April 17th visit. Review it any time at https://member.riversidehealthplan.com/documents. Contact member services with questions. Riverside Health Plan",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Hi Nina, your explanation of benefits for the visit on May 1st has been processed and is now available for review at https://member.healthfirstinsurance.com/eob. This is not a bill. If you have questions about your coverage, our member services line is available Monday through Friday. Thank you, HealthFirst Insurance",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Hello Brian, a new explanation of benefits (claim #100016) has been posted to your member account. View it at https://portal.healthfirstinsurance.com/claims/100016. This statement is for your records only. Thanks, HealthFirst Insurance",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Fatima, your EOB for the recent visit with Dr. Nguyen is ready. Sign in to https://member.riversidehealthplan.com to see how your claim was processed and what, if anything, you may owe. Regards, Riverside Health Plan",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Hi Kevin, we've finished processing your recent claim. You can view the full explanation of benefits at https://member.healthfirstinsurance.com/eob/100018 at your convenience. This is not a bill. Thank you, HealthFirst Insurance",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Hello Rachel, your member portal has a new document: the EOB for your June 3rd visit. Review it any time at https://portal.healthfirstinsurance.com/documents. Contact member services with questions. HealthFirst Insurance",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Hi Omar, your explanation of benefits for the visit on March 14th has been processed and is now available for review at https://member.riversidehealthplan.com/eob. This is not a bill. If you have questions about your coverage, our member services line is available Monday through Friday. Thank you, Riverside Health Plan",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Hello Diane, a new explanation of benefits (claim #100021) has been posted to your member account. View it at https://member.healthfirstinsurance.com/claims/100021. This statement is for your records only. Thanks, HealthFirst Insurance",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Victor, your EOB for the recent visit with Dr. Patel is ready. Sign in to https://portal.healthfirstinsurance.com to see how your claim was processed and what, if anything, you may owe. Regards, HealthFirst Insurance",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Hi Wendy, we've finished processing your recent claim. You can view the full explanation of benefits at https://member.riversidehealthplan.com/eob/100023 at your convenience. This is not a bill. Thank you, Riverside Health Plan",synthetic_llm_batch_url_patch
Safe Email,insurance_eob,Explanation of Benefits for Your Recent Visit,"Hello Isaac, your member portal has a new document: the EOB for your April 17th visit. Review it any time at https://member.healthfirstinsurance.com/documents. Contact member services with questions. HealthFirst Insurance",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Good news Maria, your prescription refill is ready for pickup at our pharmacy location. Track your order or request delivery at https://rx.mainstreetpharmacy.com. We're open until 8 PM today. Thanks, Main Street Pharmacy",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Hi James, Dr. Chen's prescription for you has been filled and is ready. Manage refills, pickup time, or delivery at https://app.mainstreetpharmacy.com/refills. Let us know if you have questions. Main Street Pharmacy",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Aisha, your medication is ready for pickup. View your prescription details and pickup options at https://refills.riversidepharmacy.com/my-prescriptions. Thanks for choosing Riverside Pharmacy.",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Hello Robert, this confirms your refill is ready. Check status or switch to delivery any time at https://rx.mainstreetpharmacy.com/orders. We're here if you need anything else. Main Street Pharmacy",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Hi Linda, good news, your prescription from Dr. Alvarez is ready for pickup. Sign in at https://app.mainstreetpharmacy.com to see pricing, refill history, and delivery options. Thank you, Main Street Pharmacy",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Good news David, your prescription refill is ready for pickup at our pharmacy location. Track your order or request delivery at https://refills.riversidepharmacy.com. We're open until 8 PM today. Thanks, Riverside Pharmacy",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Hi Priya, Dr. Whitfield's prescription for you has been filled and is ready. Manage refills, pickup time, or delivery at https://rx.mainstreetpharmacy.com/refills. Let us know if you have questions. Main Street Pharmacy",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Thomas, your medication is ready for pickup. View your prescription details and pickup options at https://app.mainstreetpharmacy.com/my-prescriptions. Thanks for choosing Main Street Pharmacy.",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Hello Grace, this confirms your refill is ready. Check status or switch to delivery any time at https://refills.riversidepharmacy.com/orders. We're here if you need anything else. Riverside Pharmacy",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Hi Samuel, good news, your prescription from Dr. Sato is ready for pickup. Sign in at https://rx.mainstreetpharmacy.com to see pricing, refill history, and delivery options. Thank you, Main Street Pharmacy",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Good news Elena, your prescription refill is ready for pickup at our pharmacy location. Track your order or request delivery at https://app.mainstreetpharmacy.com. We're open until 8 PM today. Thanks, Main Street Pharmacy",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Hi Michael, Dr. Chen's prescription for you has been filled and is ready. Manage refills, pickup time, or delivery at https://refills.riversidepharmacy.com/refills. Let us know if you have questions. Riverside Pharmacy",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Chidi, your medication is ready for pickup. View your prescription details and pickup options at https://rx.mainstreetpharmacy.com/my-prescriptions. Thanks for choosing Main Street Pharmacy.",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Hello Susan, this confirms your refill is ready. Check status or switch to delivery any time at https://app.mainstreetpharmacy.com/orders. We're here if you need anything else. Main Street Pharmacy",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Hi Carlos, good news, your prescription from Dr. Alvarez is ready for pickup. Sign in at https://refills.riversidepharmacy.com to see pricing, refill history, and delivery options. Thank you, Riverside Pharmacy",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Good news Nina, your prescription refill is ready for pickup at our pharmacy location. Track your order or request delivery at https://rx.mainstreetpharmacy.com. We're open until 8 PM today. Thanks, Main Street Pharmacy",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Hi Brian, Dr. Whitfield's prescription for you has been filled and is ready. Manage refills, pickup time, or delivery at https://app.mainstreetpharmacy.com/refills. Let us know if you have questions. Main Street Pharmacy",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Fatima, your medication is ready for pickup. View your prescription details and pickup options at https://refills.riversidepharmacy.com/my-prescriptions. Thanks for choosing Riverside Pharmacy.",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Hello Kevin, this confirms your refill is ready. Check status or switch to delivery any time at https://rx.mainstreetpharmacy.com/orders. We're here if you need anything else. Main Street Pharmacy",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Hi Rachel, good news, your prescription from Dr. Sato is ready for pickup. Sign in at https://app.mainstreetpharmacy.com to see pricing, refill history, and delivery options. Thank you, Main Street Pharmacy",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Good news Omar, your prescription refill is ready for pickup at our pharmacy location. Track your order or request delivery at https://refills.riversidepharmacy.com. We're open until 8 PM today. Thanks, Riverside Pharmacy",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Hi Diane, Dr. Chen's prescription for you has been filled and is ready. Manage refills, pickup time, or delivery at https://rx.mainstreetpharmacy.com/refills. Let us know if you have questions. Main Street Pharmacy",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Victor, your medication is ready for pickup. View your prescription details and pickup options at https://app.mainstreetpharmacy.com/my-prescriptions. Thanks for choosing Main Street Pharmacy.",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Hello Wendy, this confirms your refill is ready. Check status or switch to delivery any time at https://refills.riversidepharmacy.com/orders. We're here if you need anything else. Riverside Pharmacy",synthetic_llm_batch_url_patch
Safe Email,prescription_ready,Your Prescription Is Ready for Pickup,"Hi Isaac, good news, your prescription from Dr. Alvarez is ready for pickup. Sign in at https://rx.mainstreetpharmacy.com to see pricing, refill history, and delivery options. Thank you, Main Street Pharmacy",synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,"This confirms that the password for the account belonging to Maria was successfully changed just now. If you made this change, no further action is needed. Review your account activity at https://account.riversidehealth.org/security. If you did not request this change, please contact the IT helpdesk directly. Thanks, IT Support",synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,"Hi James, your password was updated successfully. You can review recent sign-in activity at https://settings.mychart-app.com/activity. If this wasn't you, contact IT support right away using the number on our website, not this email. IT Support",synthetic_llm_batch_url_patch
