email_type,subcategory,subject,body,source
Safe Email,lab_results_genuine,Cardiac Stress Test - Results Reviewed,"Your recent stress test has been reviewed and the results were reassuring. No urgent follow-up is needed, but we'll discuss the full report at your regular cardiology visit. Heart & Vascular Institute",synthetic_llm_batch5
Safe Email,lab_results_genuine,Abdominal Ultrasound Results,Your abdominal ultrasound from last week came back normal. This has been added to your chart for reference. Please reach out if you have any questions. Radiology Group of Central Valley,synthetic_llm_batch5
Safe Email,lab_results_genuine,CT Scan Results Reviewed,Your recent CT scan has been reviewed by both your provider and our radiology team. No concerning findings were noted. Your provider will follow up at your next scheduled visit if there's anything further to discuss. Diagnostic Imaging Center,synthetic_llm_batch5
Safe Email,lab_results_genuine,Final Pathology Report,The final pathology report from your recent procedure is complete and has been reviewed by your surgeon. The findings were favorable. Your surgeon's office will reach out to schedule a follow-up if needed. Surgical Pathology Department,synthetic_llm_batch5
Safe Email,lab_results_genuine,Genetic Carrier Screening Results,Your genetic carrier screening results are back and have been reviewed by your OB provider. Everything looks as expected. We'll go over the details together at your next prenatal visit. OB-GYN Associates,synthetic_llm_batch5
Safe Email,lab_results_genuine,Newborn Screening Results,"This is to let you know your newborn's screening results have come back within normal limits. No further testing is needed at this time. Congratulations again, Pediatric Care Partners",synthetic_llm_batch5
Safe Email,lab_results_genuine,TB Skin Test Reading,Your TB skin test was read today and came back negative. This has been documented in your employee health record for your files. Employee Health Office,synthetic_llm_batch5
Safe Email,lab_results_genuine,Rapid Strep Test - Negative,"Just a quick note that the rapid strep test from your visit today came back negative. Continue supportive care as discussed, and call us if symptoms worsen. Pediatric Urgent Care",synthetic_llm_batch5
Safe Email,lab_results_genuine,HPV Test Results,"Your HPV test results have come back negative. Combined with your normal Pap results, you're all set until your next recommended screening interval. Women's Wellness Center",synthetic_llm_batch5
Safe Email,lab_results_genuine,Cholesterol Recheck Results,Your cholesterol recheck shows continued improvement since your last panel. Dr. Reyes is pleased with your progress and wants to keep the current plan in place. Preventive Cardiology Clinic,synthetic_llm_batch5
Safe Email,lab_results_genuine,INR Check Result,Your INR result from today's check is within your target range. Continue your current medication dose and we'll recheck at your usual interval. Anticoagulation Management Clinic,synthetic_llm_batch5
Safe Email,lab_results_genuine,Referral Lab Panel Complete,"The lab panel your specialist ordered has been completed and results have been sent back to their office for review. If you have questions in the meantime, feel free to reach out to their office directly. Regional Reference Laboratory",synthetic_llm_batch5
